,dob,company_id,last_active,score,member_since,state,first_name,last_name,col_year
13682,1994/06/02,3,2018/12/29,80,1985,TN,Daniel,Sawyer,1994
13684,1997/01/10,2,2018/03/05,88,1989,CT,Aaron,Anderson,1997
13685,1990/09/13,10,2018/07/23,30,1985,GA,Jamie,Mcclain,1990
13686,1981/01/08,1,2018/05/12,50,1980,GA,Douglas,Garcia,1981
13692,1988/08/23,14,2018/09/17,31,1976,AZ,John,Meyer,1988
13693,1987/04/03,20,2018/07/04,91,1984,NM,Linda,Montoya,1987
13718,1997/06/09,3,2018/04/25,38,1974,VT,James,Jones,1997
13723,1995/02/28,11,2018/09/16,94,1979,NE,Shawn,Graves,1995
13725,1988/06/25,11,2018/08/25,62,1978,MD,Norman,Wells,1988
13733,1978/03/14,6,2018/05/24,75,1970,HI,Michael,Lam,1978
13739,1990/07/20,2,2018/06/29,81,1970,OK,Laura,Nash,1990
13742,1972/01/21,12,2018/07/06,65,1971,AL,Carla,Mitchell,1972
13746,1988/11/24,8,2018/04/18,74,1983,ND,Joseph,Taylor,1988
13748,1980/08/31,18,2018/10/19,37,1974,LA,Mark,Greene,1980
13754,1995/10/19,5,2018/11/29,77,1970,LA,Amanda,Robinson,1995
13758,1990/08/08,14,2018/03/19,85,1985,WA,Amanda,Kennedy,1990
13770,1997/02/06,5,2018/09/09,60,1981,RI,Sarah,Parker,1997
13789,1979/11/16,14,2018/12/23,37,1974,TX,Shirley,Zimmerman,1979
13795,1987/02/15,12,2018/12/16,54,1986,NM,Ruth,Valdez,1987
13800,1988/10/09,0,2018/01/21,79,1987,RI,Justin,Stewart,1988
13806,1998/10/09,18,2018/02/23,80,1988,RI,Sheila,Fisher,1998
13809,1985/08/29,7,2018/05/30,41,1982,WA,Jennifer,Sanchez,1985
13810,1983/08/13,8,2018/01/24,72,1970,OK,John,Stark,1983
13818,1998/03/09,5,2018/11/12,48,1973,CA,Shelly,Bradford,1998
13830,1983/11/30,7,2018/04/05,91,1975,DC,Jonathan,Baldwin,1983
13837,1984/10/22,13,2018/08/09,49,1981,MD,Brooke,Key,1984
13838,1998/12/09,17,2018/06/10,30,1977,NE,Morgan,Ruiz,1998
13846,1997/07/08,9,2018/10/31,74,1980,LA,Natasha,Smith,1997
13851,1986/10/17,5,2018/12/24,92,1975,ME,Karen,Guzman,1986
13853,1991/03/25,19,2018/05/19,94,1979,WV,Shannon,Taylor,1991
13854,1983/01/16,15,2018/06/10,48,1971,WI,Matthew,Murphy,1983
13859,1981/12/26,0,2018/12/03,66,1975,AK,Carolyn,Lee,1981
13860,1982/07/05,7,2018/06/01,85,1973,NE,Jennifer,Anderson,1982
13863,1994/01/12,10,2018/04/29,52,1984,NV,Tara,Jones,1994
13868,1989/04/06,0,2018/06/29,46,1973,KS,Ryan,Mullins,1989
13870,1991/10/11,8,2018/04/01,56,1985,LA,Deborah,Morris,1991
13875,1979/10/07,17,2018/08/03,35,1974,SC,Timothy,Harris,1979
13880,1992/11/08,19,2018/09/12,44,1970,PA,Kelli,Garrett,1992
13881,1997/09/02,17,2018/01/21,94,1996,AZ,Carrie,Oliver,1997
13885,1998/01/14,9,2018/11/26,65,1994,WV,Anna,Williams,1998
13893,1998/11/05,4,2018/08/29,75,1992,WV,Kirk,Allen,1998
13909,1976/03/20,5,2018/10/24,91,1973,MT,Chad,Knox,1976
13912,1984/11/17,4,2018/07/07,88,1970,NV,Javier,Wheeler,1984
13913,1985/05/03,20,2018/06/18,52,1983,UT,Eugene,Reed,1985
13914,1978/11/07,2,2018/08/06,63,1971,WI,Joshua,Michael,1978
13918,1994/11/25,18,2018/10/29,70,1987,WV,Andrew,Bautista,1994
13922,1996/06/21,18,2018/11/16,65,1972,MI,Richard,Marshall,1996
13924,1995/03/13,2,2018/04/25,84,1991,GA,Alison,Joseph,1995
13925,1992/05/28,11,2018/04/07,70,1989,DC,Rhonda,Flores,1992
13927,1995/11/24,0,2018/10/17,32,1984,AZ,Cody,Atkinson,1995
13929,1998/07/13,16,2018/04/10,66,1994,FL,Lisa,Rodriguez,1998
13934,1980/01/10,0,2018/10/05,81,1979,MT,Timothy,Johnson,1980
13936,1991/12/11,3,2018/08/24,98,1974,NH,Michael,Perez,1991
13937,1980/03/27,16,2018/07/31,75,1972,MN,Jacqueline,Allen,1980
13939,1988/08/25,9,2018/09/09,31,1976,IL,Michael,Wilson,1988
13941,1995/02/01,7,2018/02/07,91,1991,DE,Stacy,Taylor,1995
13942,1983/04/22,18,2018/05/29,55,1982,DE,Seth,Hayden,1983
13949,1991/03/07,11,2018/03/21,45,1990,RI,Jason,Hardy,1991
13950,1975/10/31,12,2018/01/22,96,1970,IA,Jocelyn,Murphy,1975
13951,1990/02/28,5,2018/05/20,94,1988,NH,Henry,Walters,1990
13953,1995/08/05,5,2018/11/24,38,1970,WV,Angela,Shaw,1995
13954,1992/02/04,15,2018/12/07,99,1988,AL,George,Evans,1992
13958,1990/12/07,1,2018/07/22,62,1976,WA,Joel,Moore,1990
13970,1998/03/31,17,2018/11/01,51,1981,IN,Adrian,Gross,1998
13972,1983/05/29,1,2018/02/14,39,1982,HI,Jill,Lane,1983
13976,1995/02/03,3,2018/06/24,50,1991,VA,Mary,Travis,1995
13979,1975/03/19,9,2018/06/21,88,1971,NE,Alexander,Eaton,1975
13980,1998/04/14,13,2018/10/12,71,1977,ND,Charles,Williams,1998
13984,1973/02/08,12,2018/02/14,35,1972,AR,Dakota,Hunter,1973
13985,1988/09/07,18,2018/02/02,36,1971,TN,Jordan,Hall,1988
13988,1998/08/19,14,2018/07/09,52,1990,IA,Jacob,Hill,1998
13989,1995/06/16,19,2018/09/15,47,1991,MN,Lori,Zamora,1995
13990,1989/12/20,6,2018/06/11,97,1988,TX,Nicole,Walker,1989
13991,1981/04/23,12,2018/04/18,79,1975,NV,Jamie,Rodriguez,1981
13994,1997/11/20,5,2018/12/30,90,1978,NE,William,Summers,1997
13999,1986/12/27,20,2018/04/04,85,1983,HI,Jesse,Stevens,1986
14004,1983/02/27,20,2018/12/31,89,1975,IL,Christopher,Munoz,1983
14010,1988/11/02,16,2018/02/23,93,1972,CA,Joseph,Martin,1988
14020,1993/04/14,14,2018/04/10,59,1970,AK,Phillip,Schwartz,1993
14021,1986/05/27,3,2018/02/25,40,1979,MI,Karen,Gonzalez,1986
14029,1993/05/17,3,2018/11/28,71,1976,VA,Patricia,Mitchell,1993
14030,1997/06/26,3,2018/06/01,61,1980,NV,Shawn,Phillips,1997
14032,1977/11/12,15,2018/08/25,38,1973,MT,Hannah,Brown,1977
14036,1983/08/09,1,2018/09/06,59,1978,WY,Jared,Hill,1983
14049,1995/12/06,12,2018/03/05,93,1983,AZ,James,Gomez,1995
14054,1992/10/15,0,2018/03/08,70,1981,MD,Lindsay,Mendoza,1992
14057,1982/02/10,20,2018/07/29,65,1981,WV,Melvin,Fleming,1982
14058,1972/09/18,15,2018/07/10,89,1970,FL,Jessica,Adams,1972
14064,1995/11/25,2,2018/07/18,88,1985,WV,Mark,Lee,1995
14074,1995/01/02,15,2018/01/14,60,1989,HI,Craig,Oliver,1995
14076,1992/10/20,18,2018/07/05,73,1990,IL,Richard,Hansen,1992
14088,1980/06/19,8,2018/04/09,92,1970,LA,Stanley,Coleman,1980
14097,1997/02/23,14,2018/10/01,78,1975,IL,Andre,Santiago,1997
14101,1987/04/13,9,2018/10/14,67,1970,WV,Christopher,Johnson,1987
14103,1993/10/08,17,2018/06/19,49,1977,ME,Yvonne,Johnson,1993
14105,1992/09/29,0,2018/06/27,88,1970,NM,Jennifer,Peterson,1992
14108,1988/11/27,2,2018/05/01,51,1984,ME,Kevin,Bennett,1988
14110,1989/12/19,6,2018/07/18,71,1975,AZ,Kyle,Butler,1989
14111,1995/11/08,14,2018/03/07,61,1994,OK,Amanda,Nguyen,1995
14114,1989/02/13,3,2018/04/13,96,1988,ID,Katherine,Zuniga,1989
14115,1986/11/15,17,2018/02/02,51,1979,PA,Kevin,Harris,1986
14120,1993/01/28,13,2018/10/24,85,1982,WY,Ryan,Summers,1993
14121,1989/02/11,3,2018/02/10,52,1982,IA,Maria,Stevens,1989
14124,1996/08/21,20,2018/11/03,88,1976,ND,Courtney,Taylor,1996
14125,1976/09/28,2,2018/05/14,70,1971,NY,Robert,Garcia,1976
14129,1981/03/03,16,2018/02/26,77,1975,OK,Natasha,Wagner,1981
14131,1986/07/02,14,2018/08/08,51,1979,RI,Brian,Miller,1986
14133,1997/11/21,17,2018/11/30,33,1991,ND,Robert,Welch,1997
14138,1984/04/11,15,2018/11/15,65,1970,VT,John,Gregory,1984
14145,1984/02/28,0,2018/10/20,32,1982,DC,Danielle,Wolf,1984
14146,1990/08/27,1,2018/09/27,58,1978,CT,Brandon,Rollins,1990
14150,1997/12/12,11,2018/11/18,54,1981,RI,Shannon,Davis,1997
14151,1988/09/26,20,2018/12/23,31,1987,AL,Peter,Hall,1988
14152,1986/11/08,9,2018/09/21,79,1978,MN,Arthur,Brown,1986
14164,1988/02/05,5,2018/12/31,52,1986,NV,Timothy,Jones,1988
14168,1991/11/15,0,2018/03/20,83,1976,NM,John,Erickson,1991
14184,1984/08/14,19,2018/02/19,68,1972,VA,Daniel,Diaz,1984
14188,1996/07/29,15,2018/07/07,60,1993,WA,Dean,Martin,1996
14195,1998/11/27,17,2018/08/26,85,1988,NJ,Derek,Bell,1998
14196,1992/12/02,2,2018/06/13,47,1984,HI,Adam,Gallegos,1992
14198,1994/03/08,9,2018/01/27,62,1989,IA,Selena,Hayden,1994
14202,1998/11/06,5,2018/05/14,54,1974,UT,Jeffery,Smith,1998
14207,1979/08/17,0,2018/06/10,36,1971,ND,William,Mullins,1979
14208,1994/02/17,5,2018/12/09,44,1991,VA,Matthew,Wagner,1994
14211,1982/11/04,10,2018/05/19,59,1976,VT,Allison,House,1982
14212,1990/06/20,7,2018/12/08,96,1973,VA,Samuel,Davis,1990
14219,1979/07/10,11,2018/10/15,54,1976,CT,Sabrina,Potter,1979
14221,1990/02/07,15,2018/01/12,66,1976,NJ,Veronica,Lewis,1990
14224,1982/10/19,15,2018/11/19,39,1973,ND,Daniel,Byrd,1982
14228,1991/01/06,10,2018/09/21,82,1983,CO,Kurt,Guerra,1991
14231,1984/02/29,16,2018/11/01,84,1970,NC,Ashley,Horne,1984
14234,1974/03/30,14,2018/08/26,92,1972,NV,Tiffany,Monroe,1974
14244,1974/12/05,19,2018/08/23,96,1971,WY,Evelyn,Huynh,1974
14249,1995/12/31,1,2018/07/10,44,1979,NY,Lauren,Butler,1995
14250,1993/09/10,12,2018/11/09,76,1971,VA,Michael,Hampton,1993
14252,1997/06/05,20,2018/10/02,69,1996,SD,Robert,Peters,1997
14259,1993/05/03,6,2018/05/25,60,1991,AL,Angela,Cole,1993
14260,1989/10/30,7,2018/08/03,47,1970,RI,Christy,Baker,1989
14270,1981/02/18,3,2018/04/05,78,1974,CA,Brandon,Watkins,1981
14271,1981/07/19,18,2018/12/03,59,1975,ID,Laura,Harrison,1981
14274,1990/12/09,14,2018/07/14,39,1978,NY,Ricky,Holden,1990
14276,1986/07/24,7,2018/07/09,58,1981,NJ,Joshua,Bryant,1986
14280,1980/04/16,6,2018/05/04,74,1970,DC,Patricia,Harris,1980
14285,1998/06/07,15,2018/11/13,71,1976,NH,Stephen,Hicks,1998
14289,1998/07/18,2,2018/07/31,46,1970,MA,Heather,Jackson,1998
14296,1983/03/03,5,2018/02/01,80,1980,MT,Steven,Matthews,1983
14297,1998/08/22,10,2018/12/21,61,1971,ME,Blake,Hill,1998
14298,1973/06/13,15,2018/11/04,74,1971,CO,Dwayne,Davis,1973
14299,1986/07/17,9,2018/12/15,70,1971,CO,Lauren,Gordon,1986
14301,1979/05/21,7,2018/08/26,57,1975,AZ,Barbara,Contreras,1979
14313,1990/05/26,12,2018/05/15,97,1983,TN,Charles,Santiago,1990
14316,1991/05/07,2,2018/11/13,57,1977,MD,Jennifer,Day,1991
14318,1992/03/19,18,2018/04/16,31,1985,CA,Felicia,Johnson,1992
14320,1989/02/22,20,2018/06/11,80,1972,MI,Melissa,Love,1989
14323,1991/03/30,15,2018/04/25,74,1975,NJ,Christine,Butler,1991
14343,1980/09/20,20,2018/02/15,83,1979,IN,Nancy,Bryan,1980
14348,1991/01/02,3,2018/05/16,85,1981,PA,Cindy,Farmer,1991
14354,1990/02/26,8,2018/10/04,57,1973,VT,Brian,Ellis,1990
14359,1990/09/29,5,2018/12/02,41,1977,NM,Sally,Smith,1990
14360,1991/03/06,3,2018/09/16,71,1981,CO,Russell,Morse,1991
14362,1993/10/20,0,2018/12/07,62,1985,KY,Tiffany,Castillo,1993
14365,1992/09/28,13,2018/12/25,61,1985,DC,Penny,Wiggins,1992
14367,1988/10/14,5,2018/12/09,49,1980,IN,Renee,Chan,1988
14371,1981/11/01,7,2018/09/25,52,1975,MO,David,Cooper,1981
14375,1990/04/28,12,2018/09/29,81,1985,WA,Joshua,White,1990
14379,1996/03/01,17,2018/04/12,94,1993,HI,Anna,Lynch,1996
14382,1997/12/09,19,2018/09/13,92,1996,ND,Jamie,Johnson,1997
14390,1972/06/05,20,2018/07/02,60,1970,WY,Aaron,Grant,1972
14391,1996/03/19,13,2018/01/12,52,1982,NV,Cassandra,Moore,1996
14396,1991/05/31,16,2018/04/28,36,1984,IL,Andrew,Fitzgerald,1991
14399,1989/11/23,13,2018/11/28,77,1982,ID,Katherine,Tate,1989
14405,1998/06/24,14,2018/04/03,47,1994,KS,Spencer,Dunlap,1998
14411,1995/12/01,6,2018/03/09,52,1978,PA,Brandi,Chan,1995
14412,1990/08/13,1,2018/11/25,61,1982,AL,Shawn,Allen,1990
14415,1983/06/05,9,2018/06/10,99,1978,IL,Lawrence,Davis,1983
14419,1982/05/30,8,2018/08/01,75,1972,AR,Sarah,Shannon,1982
14422,1996/07/07,2,2018/02/20,82,1989,AR,Amy,Anderson,1996
14434,1988/04/09,3,2018/02/06,91,1978,VA,Jonathan,Holland,1988
14439,1980/10/26,1,2018/10/04,30,1977,HI,Steven,Tyler,1980
14440,1986/05/10,20,2018/06/30,81,1971,OK,Nicole,Foster,1986
14441,1995/03/11,12,2018/09/10,34,1982,OK,Tamara,Archer,1995
14444,1997/11/05,1,2018/05/06,86,1989,NH,Arthur,Johnson,1997
14449,1976/04/23,19,2018/07/16,56,1973,ND,Cheryl,Solomon,1976
14453,1993/04/07,5,2018/09/04,69,1976,NV,Chelsea,White,1993
14456,1991/09/19,18,2018/08/08,50,1970,WY,Lori,Ramirez,1991
14457,1987/10/30,18,2018/09/27,45,1974,PA,John,Delacruz,1987
14459,1995/05/12,11,2018/03/20,44,1993,NH,Kimberly,Martinez,1995
14462,1974/03/17,9,2018/09/17,62,1972,NV,Thomas,Jenkins,1974
14464,1993/02/03,17,2018/05/01,30,1986,DC,Scott,Thompson,1993
14469,1978/02/25,13,2018/04/26,35,1974,NM,Becky,Schneider,1978
14472,1994/01/15,7,2018/10/14,34,1976,WV,Alexis,Kidd,1994
14503,1993/01/26,10,2018/03/01,39,1984,MI,Lisa,Wells,1993
14505,1991/05/09,13,2018/05/30,58,1971,IL,Deborah,Thompson,1991
14510,1997/12/04,16,2019/01/02,57,1991,NV,Sarah,Gallagher,1997
14513,1991/03/28,5,2018/01/20,91,1977,MD,Kenneth,Jacobs,1991
14514,1990/10/13,5,2018/05/13,33,1986,DC,Angela,Owens,1990
14516,1992/10/04,3,2018/09/05,71,1978,LA,Michael,Ross,1992
14519,1993/02/17,18,2018/04/07,33,1978,VA,Travis,Fuller,1993
14520,1994/10/29,9,2018/03/09,77,1984,ME,Peter,Martinez,1994
14527,1997/08/17,19,2018/07/12,63,1974,KY,Willie,Jensen,1997
14534,1995/08/15,14,2018/06/28,95,1975,NH,Jeremy,Page,1995
14535,1975/03/23,20,2018/06/17,87,1971,GA,Mary,Jackson,1975
14542,1985/05/25,4,2018/08/09,95,1984,TX,Nancy,Mcdonald,1985
14549,1995/01/14,16,2018/11/23,41,1993,MA,Maria,Gay,1995
14551,1985/09/13,3,2018/01/18,77,1979,WI,Katherine,Morris,1985
14553,1991/02/10,15,2018/11/27,55,1981,MD,Kelsey,Rodriguez,1991
14554,1997/10/12,6,2018/08/04,62,1994,DE,Keith,Jackson,1997
14556,1984/11/23,20,2018/11/30,63,1983,TN,Denise,Wu,1984
14559,1989/05/07,0,2018/06/15,52,1978,WA,Alex,Walton,1989
14563,1977/11/10,4,2018/08/18,47,1971,IA,Mikayla,Lester,1977
14572,1988/09/25,3,2018/03/03,67,1983,CO,Glenn,Carroll,1988
14573,1997/02/17,0,2018/06/02,58,1975,RI,Samantha,Brown,1997
14574,1977/11/08,8,2018/11/13,96,1972,TN,James,Zimmerman,1977
14581,1987/11/23,19,2018/05/09,31,1970,NV,Joseph,Kidd,1987
14582,1975/03/07,14,2018/04/29,36,1973,CA,Johnny,Foster,1975
14583,1978/01/26,1,2018/05/12,49,1973,IN,Jessica,Bailey,1978
14585,1994/10/23,9,2018/08/29,33,1984,MI,Jessica,Davis,1994
14586,1983/09/02,16,2018/07/13,37,1979,AK,Brandon,Smith,1983
14592,1984/06/28,9,2018/08/06,90,1982,MI,Russell,Holland,1984
14598,1986/09/09,2,2018/10/13,60,1983,AZ,Kathryn,Wong,1986
14599,1987/06/07,15,2018/03/10,88,1985,UT,Michael,Ruiz,1987
14602,1995/09/15,15,2018/12/08,33,1971,MI,Chad,Mills,1995
14606,1984/12/24,8,2018/02/09,78,1972,VT,Jose,Gray,1984
14607,1995/11/18,4,2018/09/17,62,1989,NJ,Michael,Johnson,1995
14614,1977/03/26,18,2018/08/04,77,1976,RI,Nicholas,Hernandez,1977
14626,1979/10/19,11,2018/02/07,60,1971,WI,Eric,Ramos,1979
14627,1996/03/08,14,2018/05/20,31,1976,NH,Alex,Hayden,1996
14629,1994/10/09,12,2018/08/17,62,1979,IL,Ashley,Leblanc,1994
14644,1984/12/11,8,2018/06/03,66,1980,OH,William,Logan,1984
14645,1990/01/03,4,2018/04/28,69,1986,OK,Keith,Sanders,1990
14646,1993/07/16,12,2018/06/18,74,1977,RI,Holly,Rodriguez,1993
14649,1977/11/07,12,2018/09/30,82,1973,MI,John,White,1977
14652,1978/02/02,15,2018/08/10,80,1971,HI,Isaiah,Sullivan,1978
14655,1982/06/06,7,2018/08/05,99,1974,AL,John,Kramer,1982
14659,1990/06/22,17,2018/04/20,65,1972,OK,Michelle,Bell,1990
14663,1981/01/17,17,2018/02/10,73,1973,MT,Luis,Ashley,1981
14664,1996/01/24,0,2018/11/12,94,1979,MO,Jennifer,Rojas,1996
14666,1996/01/07,8,2018/11/30,71,1979,AL,Lawrence,Morton,1996
14670,1986/11/16,16,2018/02/20,87,1975,IL,Sandra,Cordova,1986
14673,1987/11/23,16,2018/09/18,33,1971,OH,Jacob,Johnson,1987
14676,1990/12/01,13,2018/09/28,88,1975,ME,Carmen,Jones,1990
14679,1990/05/09,16,2018/10/05,32,1986,VT,Sandra,Walton,1990
14680,1978/06/26,6,2018/10/05,40,1977,NJ,Jonathan,Hernandez,1978
14681,1986/07/31,17,2018/05/06,43,1973,CA,Jessica,Hernandez,1986
14684,1995/12/04,15,2018/10/22,49,1973,ME,Tonya,Nunez,1995
14698,1986/02/21,9,2018/07/31,62,1972,KY,Richard,Ryan,1986
14700,1980/04/02,2,2018/11/20,38,1975,CT,Shaun,Erickson,1980
14701,1993/05/01,6,2018/09/12,49,1975,MT,Brianna,Braun,1993
14702,1981/08/10,12,2018/05/30,88,1973,KS,Jeffrey,Green,1981
14704,1995/05/30,1,2018/07/15,92,1988,CT,Robert,Howe,1995
14706,1993/05/12,9,2018/08/31,98,1983,TN,Johnny,Luna,1993
14707,1988/11/08,3,2018/09/10,47,1986,NH,Barry,Gallagher,1988
14711,1992/10/01,12,2018/10/02,61,1975,KY,Kevin,Edwards,1992
14715,1991/04/15,17,2018/11/25,53,1976,RI,Michael,Burns,1991
14717,1981/12/31,2,2018/11/30,94,1975,WI,Ann,Dillon,1981
14718,1995/06/03,17,2018/09/30,65,1987,HI,Robert,Maxwell,1995
14722,1989/08/25,6,2018/07/22,44,1976,MS,Alexandra,Booker,1989
14726,1980/03/31,1,2018/03/09,61,1975,WA,Christopher,Rivera,1980
14729,1997/01/12,5,2018/02/17,80,1981,MS,Rachel,Cummings,1997
14730,1980/03/14,9,2018/10/16,57,1970,RI,Jon,Rodriguez,1980
14739,1994/06/18,5,2018/04/27,81,1973,OK,Timothy,Dixon,1994
14741,1992/06/24,8,2018/02/03,69,1976,DC,Jennifer,Hayes,1992
14753,1975/02/21,14,2018/05/26,38,1970,AR,John,Alvarado,1975
14760,1981/12/08,15,2018/06/29,85,1970,KY,Kevin,Hernandez,1981
14770,1989/07/24,2,2019/01/01,49,1982,NC,Mary,Williams,1989
14771,1988/10/24,11,2018/10/29,98,1973,ID,Jeremy,Bowen,1988
14777,1996/08/20,7,2018/10/11,75,1985,SC,Dawn,Hancock,1996
14781,1990/07/08,2,2018/08/16,58,1976,DE,Javier,Fisher,1990
14786,1992/06/27,19,2018/11/04,92,1974,IA,Tyler,Harris,1992
14801,1988/12/07,20,2018/09/28,87,1974,NH,Michael,Gomez,1988
14804,1996/01/25,16,2018/01/30,31,1995,CT,Austin,Cross,1996
14823,1996/08/19,2,2018/04/04,90,1975,HI,Aaron,George,1996
14824,1985/02/07,8,2018/06/09,43,1979,CO,Joe,Hanson,1985
14825,1976/10/28,14,2018/10/15,70,1972,AL,Rachel,Sosa,1976
14826,1992/04/17,2,2018/12/18,84,1987,OR,Amanda,Wheeler,1992
14827,1995/03/23,7,2018/07/23,51,1973,MS,Diane,Tucker,1995
14828,1997/07/12,4,2018/03/09,77,1981,GA,Laura,Miller,1997
14830,1993/10/27,20,2018/08/28,61,1984,NC,Monica,Rodriguez,1993
14833,1996/11/18,9,2018/11/11,80,1978,AR,Lisa,Neal,1996
14841,1994/04/27,4,2018/12/29,76,1977,OH,Charles,Morgan,1994
14858,1988/06/10,13,2018/07/10,99,1970,WY,Adam,Hammond,1988
14859,1983/02/07,5,2018/01/10,77,1978,OH,Teresa,Dunn,1983
14860,1984/08/14,7,2018/09/11,88,1981,HI,Tracey,Clark,1984
14865,1996/11/26,7,2018/06/21,97,1990,AR,James,Guerrero,1996
14872,1996/11/27,13,2018/07/10,35,1993,IN,Kevin,Mcconnell,1996
14883,1979/10/27,5,2018/05/01,91,1977,AL,Rose,Robinson,1979
14891,1996/08/16,3,2018/09/28,44,1973,TN,Kerri,Shaw,1996
14895,1985/11/11,12,2018/03/14,98,1976,GA,Samuel,Gilbert,1985
14899,1997/10/23,5,2018/07/27,62,1980,OH,Erik,Kramer,1997
14900,1994/06/10,2,2018/05/21,35,1991,ID,Maria,Washington,1994
14907,1983/04/01,17,2018/11/14,34,1970,AZ,Robert,Santana,1983
14908,1987/04/26,7,2018/06/09,85,1970,CA,Frederick,Berry,1987
14911,1977/05/19,13,2018/06/05,42,1972,TX,Austin,Newman,1977
14913,1993/03/15,0,2018/03/08,86,1986,CT,Susan,Lamb,1993
14914,1993/08/23,16,2018/10/10,32,1970,DC,Katrina,Padilla,1993
14916,1990/03/28,15,2018/11/05,78,1987,WI,Bryan,Taylor,1990
14921,1987/09/23,17,2018/10/25,63,1986,MT,Lacey,Reeves,1987
14931,1994/06/09,11,2018/08/31,40,1989,IN,John,Smith,1994
14932,1979/08/20,17,2018/02/18,87,1970,CO,Billy,Ford,1979
14937,1980/01/17,4,2018/07/12,68,1973,NV,Jessica,Warner,1980
14947,1996/06/29,9,2018/06/20,99,1972,CO,Christopher,Hernandez,1996
14959,1991/03/29,17,2018/11/27,48,1988,RI,John,Williamson,1991
14960,1982/05/31,7,2018/07/22,40,1970,NC,Janice,Cox,1982
14967,1995/04/10,3,2018/11/30,62,1985,AK,William,Thompson,1995
14982,1981/06/19,0,2018/08/04,59,1975,ID,Whitney,Wallace,1981
14987,1989/11/22,7,2019/01/02,50,1982,CT,Ralph,Grant,1989
14993,1990/06/03,2,2018/08/29,61,1974,DC,Melissa,Stewart,1990
14994,1998/01/05,13,2018/12/17,87,1990,MS,Kyle,Carlson,1998
14997,1990/02/13,1,2018/05/05,75,1983,ID,Sean,Rodriguez,1990
15002,1994/11/22,9,2018/10/29,72,1976,MI,Tammy,Miller,1994
15003,1996/01/09,0,2018/11/05,88,1982,OK,Samantha,Black,1996
15008,1983/09/28,15,2018/04/15,82,1976,PA,Antonio,Estrada,1983
15013,1979/09/27,19,2018/11/21,96,1975,WY,Troy,Smith,1979
15023,1992/01/31,16,2018/07/06,98,1979,AZ,Catherine,Mitchell,1992
15031,1994/05/22,16,2018/09/08,77,1991,UT,Jennifer,Jones,1994
15041,1981/07/29,7,2018/06/26,44,1972,MS,Jacqueline,Parker,1981
15042,1981/08/01,0,2018/03/27,93,1971,HI,John,Davis,1981
15043,1984/08/08,12,2018/06/18,81,1972,ID,Patricia,Lynch,1984
15046,1988/07/01,5,2018/10/08,93,1977,MD,Tiffany,Herrera,1988
15053,1997/03/31,1,2018/01/17,71,1978,KY,Alexis,Cervantes,1997
15054,1980/11/04,20,2018/03/16,65,1974,NH,Amy,Carter,1980
15060,1998/02/08,17,2018/12/30,92,1976,OH,Amanda,Vaughan,1998
15063,1992/12/03,5,2018/03/27,45,1983,NV,Connie,Hester,1992
15064,1998/08/01,2,2018/10/29,70,1993,HI,Kevin,Burke,1998
15068,1993/07/27,0,2018/12/20,90,1980,UT,Samantha,Hansen,1993
15078,1997/08/18,6,2018/01/23,63,1984,AL,Javier,Mahoney,1997
15082,1991/08/18,10,2018/12/05,58,1979,VT,Tyler,Allen,1991
15083,1993/02/17,13,2018/04/26,77,1972,PA,Ronald,Rodriguez,1993
15089,1984/08/24,3,2018/07/21,86,1976,MO,Beverly,Butler,1984
15101,1975/10/27,14,2018/12/25,40,1974,ID,Andrew,Hunter,1975
15102,1975/06/25,2,2018/07/19,32,1973,WV,Melissa,Smith,1975
15104,1992/11/30,17,2018/02/11,84,1983,IN,Michelle,Murphy,1992
15109,1972/10/21,14,2018/12/05,49,1970,MS,Erica,Blevins,1972
15117,1993/07/03,5,2018/06/11,91,1981,GA,Adam,Nash,1993
15120,1991/10/09,14,2018/12/25,68,1980,NM,John,Clark,1991
15122,1993/05/20,5,2018/02/02,56,1974,MS,Carol,Kelley,1993
15123,1982/08/19,15,2018/09/20,49,1970,ND,Rachel,Gonzales,1982
15124,1989/09/04,3,2018/11/17,49,1972,GA,William,Perez,1989
15126,1976/12/12,1,2018/07/19,63,1970,AR,Laura,Odom,1976
15131,1994/06/15,8,2018/01/26,78,1984,TN,Brett,Johnson,1994
15133,1993/01/18,16,2018/09/30,49,1989,TX,Brittany,Austin,1993
15137,1997/07/18,8,2018/01/09,52,1995,NY,Charles,Thomas,1997
15140,1991/05/14,0,2018/12/27,81,1985,IN,Jill,Ellison,1991
15141,1991/05/02,11,2019/01/03,45,1970,LA,Paula,Jackson,1991
15145,1991/01/10,13,2018/03/29,83,1985,MT,John,Beard,1991
15149,1988/04/14,2,2019/01/07,41,1985,IN,Laura,Diaz,1988
15154,1991/07/08,2,2018/10/25,43,1984,FL,Laurie,Benjamin,1991
15166,1998/11/19,2,2018/11/01,42,1997,OH,Trevor,Keller,1998
15167,1986/05/14,20,2018/02/26,95,1985,ND,Deanna,Little,1986
15176,1982/12/29,13,2018/11/22,67,1975,CO,Arthur,Mccarthy,1982
15179,1993/05/12,11,2018/08/31,42,1979,NY,Brianna,Wilkerson,1993
15188,1990/08/24,14,2018/02/27,35,1989,IA,Gabrielle,Watson,1990
15189,1985/04/15,6,2018/02/12,73,1981,NE,Jeremy,Diaz,1985
15194,1988/05/27,10,2018/07/27,63,1971,MT,Joseph,Harris,1988
